dlga_camp_master_upgrades_2_room:camp_master_upgrades_3_room|예, {reg63? sir : madam}, 알고 있습니다. 새로운 기초에 적합한 공간이 많지 않습니다. 땅은 너무 단단해서 거의 완전히 단단합니다. 당신이 아마 내 보고서에서 기억 하듯이, 얼마 전에 우리는 이전에 무너진 두 개의 성 방을 발견했습니다. 작은 것은 지금 우리의 금고이지만 다른 하나는 현재 사용되지 않습니다. ^^ 우리는 그 방을 이전의 영광으로 가져올 수 있으며 추가로 50 명의 병력을 수용 할 수있을만큼 커야합니다. 전체 비용은 15000 디나르를 초과하지 않아야합니다. 어떻게 생각해?
dlga_camp_master_upgrades_3_room:camp_master_pretalk|엑스트라 베드 50 개에 적합하지 않습니다. 좋은 투자처럼 들립니다.
dlga_camp_master_upgrades_3_room:camp_master_pretalk.1|이들은 매우 비싼 침대입니다. 실키 시트? 나는 그렇게 생각하지 않습니다. 아마 다음 번에.
dlga_camp_master_upgrades_2:camp_master_upgrades_2_vet|아마도 우리는 안정적인 근로자를 고용 할 수 있습니까?
dlga_camp_master_upgrades_2_vet:camp_master_upgrades_3_vet|그 이상으로 {reg63? sir : madam}. 조만간 우리는 말과 함께 할 특정 문제가 있기 때문에 말을 돌볼 수있는 사람이 필요할 것입니다. 나는 maimed 말이 치료되지 않는 것을 싫어합니다. 그렇지 않으면 그 멋진 짐승들이 모두 맛있는 스튜에 빠질 것입니다. ^^ 말에 대한 지식이 풍부한 사람을 고용해야한다고 생각합니다. Jatu는 그들이 불렀다고 믿는다. 그들은 말에 대한 지식으로 유명합니다. 순찰 군단 원들과 대화를하는 것은 매우 치명적일 수 있지만, 때로는 선술집에서 {s4}을 (를) 찾을 수 있다고 들었습니다. 그들은 더 '문명적'이며 우리는 여기에 머물기에 가장 적합한 사람을 설득 할 수 있어야합니다. ^^ 나에게 협상을 남겨 두지 만 그 동안 5000 명의 디나르가 모든 것을 준비하도록 도와야합니다.
dlga_camp_master_upgrades_3_vet:camp_master_pretalk|나쁜 생각이 아닙니다. 나는 {s4}와 함께 행운을 시험 할 것입니다.
dlga_camp_master_upgrades_3_vet:camp_master_pretalk.1|현재 다른 계획이 있습니다.
dlga_camp_master_upgrades_2:camp_master_pretalk|방금 말씀하신 내용에 대해 생각해야합니다.
dlga_camp_master_task_1:camp_master_pretalk|모든 부대를 여기에두고 싶습니다.
dlga_camp_master_task_1:camp_master_pretalk.1|나는 모든 주둔군을 데리고 가고 싶다.
dlga_camp_master_task_1:close_window|신경 쓰지 마. 나중에 얘기하겠습니다.
dlga_start:camp_blacksmith_welcome_1|인사말 사령관. 더 많은 경험을 쌓고 기술을 발전시킬 수있는이 단조에서 일하게 해주셔서 감사합니다. 실망시키지 않겠습니다.
dlga_camp_blacksmith_welcome_1:camp_blacksmith_welcome_2|당신은하지 않을 것이라고 확신합니다. ^^ 나중에 얘기하겠습니다.
dlga_camp_blacksmith_welcome_2:camp_blacksmith_welcome_3|사령관 님, 가기 전에 말씀 드려야합니다. 건설 기간 동안 노동자들은 한때 큰 저장실이었던 유적을 발견했습니다. 기초는 아주 나빴습니다. 안에서 그들은 다양한 아이템을 발견했습니다. 우리가 내 뒤에 그 테이블에 누워있는 것을 볼 수 있습니다. 하나는 독특한 모양의이 오래된 말 갑옷입니다. 그러나 더 중요한 것은 가볍고 강한 특이한 금속으로 만들어 졌다는 것입니다. 주인이 한때 희귀 한 광석에 대해 언급 한 것을 기억합니다. 그것은 흑단 광석의 정맥 사이에서 달렸고 일단 자연이 발견되면 로열티에 의해서만 인수되었습니다.
dlga_camp_blacksmith_welcome_3:camp_blacksmith_welcome_4|그것 참 흥미 롭네. 이 갑옷은 여전히 사용할 수 있습니까?
dlga_camp_blacksmith_welcome_4:camp_blacksmith_welcome_5|갑옷은 꽤 좋은 모양이지만, 이전의 영광을 되 찾으려면 약간의 작업이 필요합니다. ^^ 그래도 더 큰 문제가 있습니다. 이 장비는 우리가 여기있는 것과는 달리 매우 큰 말 품종에 맞도록 만들어진 것 같습니다. 나는 갑옷을 최대한 많이 조정했지만 그 후에도 그것을 입을 수있는 단 하나의 말을 찾을 수 없었습니다.
dlga_camp_blacksmith_welcome_5:close_window|당신은이 금속으로 만든 아이템은 로열티에 의해서만 사용되었다고 언급했습니다. 그들에게는 특별한 말이 있었을 가능성이 가장 높으며, 그러한 희귀 한 마킹을 입을 가치가 있습니다. 구 펜 도르 수도를 방문하여이 낡고 큰 말 품종에 대해 뭔가를 찾아 보는 것이 좋습니다.
dlga_start:close_window.46|사령관 님, 여전히 명령을 내리고 있습니다. {s2}에 준비되어 있어야합니다.
dlga_start:camp_blacksmith_jobdone_1|사령관 님, 여기 {s2}가 있습니다.
dlga_camp_blacksmith_jobdone_1:close_window|새로운 것 같습니다.
dlga_start:close_window.47|사령관 님, 주문이 준비되었지만 재고가 가득 찼습니다.
dlga_start:camp_blacksmith_quest_ha_1|사령관 님,이 얼마나 놀라운 말을 여기로 가져 왔습니까!
dlga_camp_blacksmith_quest_ha_1:camp_blacksmith_quest_ha_2|이것은 오래 전에 펜 도르 왕이 사용한 말의 긴 줄에 속합니다. 지금까지 몇 명의 가계도 만 살아남 았기 때문에 그를 구하기가 쉽지 않았습니다. ^^ 일부 증거에 따르면 여기에서 발견 된 막대가이 가계도를 위해 만들어진 것입니다. 어떻게 생각해?
dlga_camp_blacksmith_quest_ha_2:camp_blacksmith_quest_ha_3|당신의 질문에 대답하기 전에, 사령관, 몇 가지 측정을하겠습니다 이전 말이 어디에서 실패했는지 정확히 알고 있으므로 오래 걸리지 않습니다.
dlga_camp_blacksmith_quest_ha_3:camp_blacksmith_quest_ha_4|과?
dlga_camp_blacksmith_quest_ha_4:close_window|이 steed와 barding은 거의 완벽하게 일치합니다! ^^ 방어력이 거의 회복되었으며 약간의 변경 만 필요합니다. 나는 2 주 안에 모든 것이 준비되어야한다고 믿는다.
dlga_start:camp_blacksmith_task_1|사령관이 필요하십니까? ^^^^^ (주요 인벤토리의 첫 번째 슬롯에있는 항목)
dlga_camp_blacksmith_task_1:camp_blacksmith_task_2|예,이 품목을 수리하십시오.
dlga_camp_blacksmith_task_1:close_window|아니요, 지금은 아닙니다.
dlga_camp_blacksmith_task_2:camp_blacksmith_task_3|{s2}
dlga_camp_blacksmith_task_3:close_window|나중에 얘기하겠습니다.
dlga_camp_blacksmith_task_3:close_window.1|나에게 좋은 소리.
dlga_camp_blacksmith_task_3:close_window.2|너무 깁니다. 또 다른 시간.
dlga_start:close_window.48|말이 빨리 회복되고 있습니다. {s2}이 (가) 타기에 적합해야합니다.
dlga_start:camp_vet_jobdone_1|귀하의 {s2}는 건강합니다.
dlga_camp_vet_jobdone_1:close_window|나에게 좋아 보인다.
dlga_start:close_window.49|당신의 말은 준비되었지만 당신을위한 공간이 없습니다.
dlga_start:camp_vet_task_1|내가 당신을 위해 무엇을 할 수 있습니까? ^^^^^ (메인 인벤토리의 첫 번째 슬롯에서 말)
dlga_camp_vet_task_1:camp_vet_task_2|이 말을 볼 수 있습니까?
dlga_camp_vet_task_1:close_window|지금은 아무것도 없습니다.
dlga_camp_vet_task_2:camp_vet_task_3|{s2}
dlga_camp_vet_task_3:close_window|나중에 얘기하겠습니다.
dlga_camp_vet_task_3:close_window.1|나에게 좋은 소리.
dlga_camp_vet_task_3:close_window.2|너무 깁니다.
dlga_start:close_window.50|{s54}
dlga_start:close_window.51|{s54}
dlga_village_elder_talk:village_elder_recruit_start|이 마을의 젊은이들이 전쟁에서 재산을 찾고 싶습니까?
dlga_village_elder_talk:close_window|떠나다.
dlga_village_elder_buy_cattle:village_elder_buy_cattle_2|우리는 {reg6} 디나르를위한 소의 {reg5} 머리를 가지고 있습니다. 몇 개를 사고 싶습니까?
dlga_village_elder_buy_cattle:village_elder_buy_cattle_2.1|마을 {reg63? sir : madam}에 소가 남아 있지 않을까 걱정됩니다.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete|하나.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.1|두.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.2|세.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.3|넷.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.4|다섯.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.5|육.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.6|일곱.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.7|여덟.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.8|아홉.
dlga_village_elder_buy_cattle_2:village_elder_pretalk|잊어 버려.
dlga_village_elder_buy_cattle_complete:village_elder_pretalk|목축 자들에게 동물을 모아서 {reg63? sir : madam}에게 가져 오라고합니다. 당신이 당신의 구매에 만족하실 것이라고 확신합니다.
dlga_village_elder_recruit_start:village_elder_talk|{reg63? sir : madam} 누구도 관심이 없을 것 같습니다. 내가 당신을 위해 할 수있는 다른 일이 있습니까?
dlga_village_elder_recruit_start:village_elder_recruit_decision|나는 당신이 {reg7? 각 장비에 대한 장비 : 그 장비에 대해} 20 디나르를 지불 할 수 있다면, 기회에 뛰어들 것으로 의심되는 {reg5}를 생각할 수 있습니다. 그게 당신에게 적합합니까?
dlga_village_elder_recruit_decision:village_elder_pretalk|준비하려면 {reg7? them : him}에게 알려주십시오.
dlga_village_elder_recruit_decision:village_elder_pretalk.1|아니요, 지금은 아닙니다.
dlga_village_elder_active_mission_1:village_elder_active_mission_2|예 {reg63? sir : madam}, 진행해 보셨습니까?
dlga_village_elder_active_mission_2:village_elder_deliver_grain_thank|과연. 나는 {reg5} 곡물을 가져 왔습니다.
dlga_village_elder_deliver_grain_thank:village_elder_deliver_grain_thank_2|내 좋은 {reg63? lord : lady}. 당신은 우리를 굶주림과 절망에서 구해 냈습니다. 우리는 충분히 감사 할 수는 없지만 항상기도 할 것입니다. {s13} 마을은 당신이 우리를 위해 한 일을 잊지 않을 것입니다.
dlga_village_elder_deliver_grain_thank_2:village_elder_talk|나의 좋은 {reg63? lord : lady}, 제발, 내가 당신을 위해 할 수있는 일이 있습니까?
dlga_village_elder_active_mission_2:village_elder_active_mission_3|나는 아직도 노력하고 있습니다.
dlga_village_elder_active_mission_2:village_elder_mission_failed|나는 그것을 끝내지 못할 것을 두려워한다.
dlga_village_elder_active_mission_3:village_elder_pretalk|감사합니다, {reg63? sir : madam}. 우리는 매일 당신의 성공을 위해기도하고 있습니다.
dlga_village_elder_mission_failed:village_elder_pretalk|아 죄송합니다. {reg63? sir : madam}. 나는 다른 것을 생각하려고 노력할 것이다.
dlga_village_elder_request_mission_ask:village_elder_pretalk|글쎄 {reg63? sir : madam}, 당신은 이미 우리를 돕는 일에 종사하고 있습니다. 우리는 당신에게 더 이상을 요청할 수 없습니다.
dlga_village_elder_request_mission_ask:village_elder_pretalk.1|아니 {reg63? sir : madam}, 우리는 당신을 위해 다른 작업이 없습니다.
dlga_village_elder_request_mission_ask:village_elder_tell_mission|작업?
dlga_village_elder_tell_mission:village_elder_tell_deliver_grain_mission|{reg63? 내 선배님 : 내 선배님}, 우리 마을은 최근에 이러한 어려움을 겪고 있습니다. 수확이 나쁘고 최근에 일부 무자비한 산적들이 식재 시즌을 위해 예약 한 종자 곡물을 빼앗 았습니다. 곧 곡식을 찾지 못하면 밭을 심을 수 없으며 내년에는 먹을 것이 없습니다. 당신이 우리를 도울 수 있다면, 우리는 당신에게 영원히 빚을 질 것입니다.
dlga_village_elder_tell_deliver_grain_mission:village_elder_tell_deliver_grain_mission_2|흠. 곡물이 얼마나 필요합니까?
dlga_village_elder_tell_deliver_grain_mission:village_elder_deliver_grain_mission_reject|나는 이것을 귀찮게 할 수 없다. 다른 사람에게 도움을 요청하십시오.
dlga_village_elder_tell_deliver_grain_mission_2:village_elder_tell_deliver_grain_mission_3|나는 {reg5}의 곡식 팩으로 재배를 시작할 수 있다고 생각합니다. 희망적으로, 우리는 나머지 사람들을 도울 자선 사람들을 찾을 수 있기를 바랍니다.
dlga_village_elder_tell_deliver_grain_mission_3:village_elder_deliver_grain_mission_accept|그런 다음 필요한 곡물을 찾아 드리겠습니다.
dlga_village_elder_tell_deliver_grain_mission_3:village_elder_deliver_grain_mission_reject|시간이 없어서 두렵습니다. 다른 곳에서 도움을 받아야합니다.
dlga_village_elder_deliver_grain_mission_accept:close_window|감사합니다, {reg63? sir : madam}. 우리는 밤낮으로 당신을 위해기도 할 것입니다.
dlga_village_elder_deliver_grain_mission_reject:close_window|예, 물론 {reg63? sir : madam}. 문제로 귀찮게해서 죄송합니다.
dlga_village_elder_tell_mission:village_elder_tell_train_peasants_against_bandits_mission|우리는 한 그룹의 산적의 손에 크게 고통 받고 있습니다. 그들은 우리의 음식과 가축을 가져다가 즉시 순종하지 않는 사람을 죽입니다. 우리 직원들은 우리 자신을 방어 할 수 없다고 화를냅니다. 그러나 우리는 단순한 농부 일뿐입니다 ... 그러나 도움을 받으면 여기있는 사람들 중 일부가 그 이상일 수 있다고 생각합니다. 우리는 싸울 방법을 가르쳐 줄 숙련 된 전사가 필요합니다.
dlga_village_elder_tell_train_peasants_against_bandits_mission:village_elder_train_peasants_against_bandits_mission_accept|스스로를 지키는 방법을 가르쳐 줄 수 있습니다.
dlga_village_elder_tell_train_peasants_against_bandits_mission:village_elder_train_peasants_against_bandits_mission_reject|당신은 농민이 무기를 사용하는 사업이 없습니다. 도적에게 돈을 지불하면됩니다.
dlga_village_elder_train_peasants_against_bandits_mission_accept:close_window|당신은? 오, 훌륭 해요! {reg63? sir : madam} 님, 깊이 빚을 드리겠습니다. 마을 사람들에게 여기에 모여 훈련을 받도록 지시하겠습니다. 자신을 변호하는 방법을 가르쳐 주시면 노력에 대한 대가로 우리가 줄 수있는 모든 것을 받게 될 것을 약속드립니다.
dlga_village_elder_train_peasants_against_bandits_mission_reject:close_window|예, 물론 {reg63? sir : madam}입니다. 당신의 조언에 감사드립니다.
dlga_village_elder_tell_mission:village_elder_tell_deliver_cattle_mission|산적들이 가축을 쫓아 냈고 목초지는 비어있었습니다. 소의 머리가 몇 개만 있으면 무리를 다시 키울 수 있습니다.
dlga_village_elder_tell_deliver_cattle_mission:village_elder_tell_deliver_cattle_mission_2|얼마나 많은 동물이 필요합니까?
dlga_village_elder_tell_deliver_cattle_mission:village_elder_deliver_cattle_mission_reject|시간이 없어요 다른 사람에게 도움을 요청하십시오.
dlga_village_elder_tell_deliver_cattle_mission_2:village_elder_tell_deliver_cattle_mission_3|나는 {reg5} 머리가 작은 무리에 충분하다고 생각합니다.
dlga_village_elder_tell_deliver_cattle_mission_3:village_elder_deliver_cattle_mission_accept|그럼 필요한 소를 가져 오겠습니다.
dlga_village_elder_tell_deliver_cattle_mission_3:village_elder_deliver_cattle_mission_reject|시간이 없어서 두렵습니다. 다른 곳에서 도움을 받아야합니다.
dlga_village_elder_deliver_cattle_mission_accept:close_window|감사합니다, {reg63? sir : madam}. 우리는 밤낮으로 당신을 위해기도 할 것입니다.
dlga_village_elder_deliver_cattle_mission_reject:close_window|예, 물론 {reg63? sir : madam}. 문제로 귀찮게해서 죄송합니다.
dlga_village_elder_tell_mission:village_elder_tell_rescue_daughter_mission|끔찍한 수치심이었던 나의 좋은 {reg63? sir : madam}은 나의 겸손한 가정에 무너졌다. ^ 그 전에는 악의적 인 {s5}가 우리 마을을 급습했다. 우리는 언덕을 향해 도망 쳤지 만 {s5}의 병사들은 막내 딸을 붙잡아 옮겼습니다. ^ 순결이 곧 사라져서 더 이상 내 딸이되지 않을까 걱정됩니다. 아, 부끄러운 일입니다. ^ 제발, 가난한 아버지를 돕기 위해 할 수있는 일이 있습니까?
dlga_village_elder_tell_rescue_daughter_mission:village_elder_rescue_daughter_mission_accept|기꺼이 도와 드리겠습니다.
dlga_village_elder_tell_rescue_daughter_mission:village_elder_deliver_rescue_daughter_reject|시간이 없어요 어쨌든 너무 늦었을 것입니다.
dlga_village_elder_rescue_daughter_mission_accept:close_window|감사합니다, {reg63? sir : madam}! 내가 제안 할 수 있다면 서두르십시오. 나는 그녀가 곧 죽음보다 더 나쁜 운명을 만날까 봐 걱정합니다.
dlga_village_elder_deliver_rescue_daughter_reject:close_window|예 {reg63? sir : madam}, 아마도 잊어 버리는 것이 가장 좋습니다. 이제 다른 딸들을 돌봐야한다고 생각합니다. 오 불행.
dlga_village_elder_tell_mission:village_elder_tell_escort_peasants_mission|안녕하세요, {reg63? sir : madam} 님, 우리 마을과의 거래가 만족 스럽기를 바랍니다. 이제는 일반적으로 {s4} 시장에서 적절한 가격을 책정하지만 최근에 도시 상인들은 더 저렴한 품질의 저렴한 제품을 제공하여 우리를 몰아 내려고 노력하고 있습니다. ^ 마을 장로로서, 나는 이것을 계속할 수 없습니다. 거래소를 {s3}의 도시로 보내려고하는데 현지 상인들이 그들의 감각을 느끼거나 싼 물건이 다 떨어질 때까지 배가 고프지 않을 것입니다. ^ 마을 사람들이 안전하게 도착할 수 있도록 고려 하시겠습니까?
dlga_village_elder_tell_escort_peasants_mission:village_elder_escort_peasants_mission_accept|마을 사람들을 호위 할 수 있습니다.
dlga_village_elder_tell_escort_peasants_mission:village_elder_deliver_escort_peasants_reject|나는 마을 사람들을 보호 할 시간이 없다.
dlga_village_elder_escort_peasants_mission_accept:close_window|감사합니다, {reg63? sir : madam}. 우리의 거래 당사자는 곧 여행을 시작할 것입니다. 안전하게 보관하십시오.
dlga_village_elder_deliver_escort_peasants_reject:close_window|예 {reg63? sir : madam}, 귀찮게해서 죄송합니다.
dlga_village_elder_tell_mission:village_elder_pretalk|{reg63? sir : madam} 감사합니다. 지금은 실제로 필요한 것이 없습니다.
dlga_start:goods_merchant_talk|{reg63? 내 주 : 나의 아가씨}, 당신은 당신의 존재로 겸손한 가게를 존중합니다.
dlga_start:goods_merchant_talk.1|{reg63? sir : madam} 님을 환영합니다. 내가 당신을 위해 무엇을 할 수?
dlga_goods_merchant_pretalk:goods_merchant_talk|다른 거있어?
dlga_goods_merchant_talk:goods_trade_requested|물건 몇 개를 사고 싶은데요 아마도 팔 수도 있습니다.
dlga_goods_trade_requested:goods_trade_completed|물론 이죠 ... 여기, 내 재고를 살펴보세요 ...
dlga_goods_trade_completed:goods_merchant_talk|다른 거있어?
dlga_goods_merchant_talk:trade_info_request|다른 도시와 교역하기 위해 어떤 상품을 사야합니까?
dlga_goods_merchant_talk:close_window|아무것도. 감사.
dlga_trade_info_request:trade_info_request_2|이 정보는 캐러밴 마스터와 여행 가맹점에서 가장 잘 얻을 수 있습니다. 원한다면 외국 상인들이 마을에 올 때 머무르는 지역으로 당신을 보낼 수 있습니다. 그곳에서 시간을 보내고 대화를 들으면 무엇을 사고 팔 수 있는지에 대해 많은 것을 배울 수 있습니다.
dlga_trade_info_request_2:close_window|그런 다음이 상인들과 시간을 보내겠습니다.
dlga_trade_info_request_2:goods_merchant_pretalk|지금은 시간이 없어요
dlga_start:arena_intro_1.1|좋은 하루 되세요, 친구 토너먼트를 보러 오면 헛된 것입니다. 조만간 여기 토너먼트가 없습니다.
dlga_arena_intro_1:arena_intro_2|토너먼트? 그래서 그들은 여기서 토너먼트를 개최합니다 ...
dlga_arena_intro_2:arena_intro_3|예,하지만 저명한 전투기 만 참가할 수 있습니다. 토너먼트 경기 중이 장소를보아야합니다. 마을 사람들과 인근 마을 사람들이 여기에 온다. 군중은 흥분으로 화를 낸다. 어쨌든, 내가 말했듯이, 여기에는 곧 이벤트가 없기 때문에 볼 것이 많지 않습니다. 매번 공식 결투가 있고, 물론 거의 매일 근접전이 있습니다.
dlga_arena_intro_3:arena_training_melee_intro|근접전에 대해 말해줘
dlga_arena_training_melee_intro:arena_training_melee_intro_2|전투기와 기사는 다음 토너먼트를 기다리는 데 지루해지기 때문에 훈련 근접을 발명했습니다. 정말 간단한 아이디어입니다. 전투기는 무기로 경기장에 뛰어 들었습니다. 규칙도없고 팀도 없습니다. 단 한 명의 전투기 만 남을 때까지 모두가 서로를 때립니다. 재미있을 것 같은데?
dlga_arena_training_melee_intro_2:arena_training_melee_intro_reward|보상이 있습니까?
dlga_arena_training_melee_intro_reward:arena_training_melee_intro_2|실제로 있습니다. 부유 한 마을 사람들 중 일부는 전투에서 훌륭한 기술을 보여준 전투기에게 상을 제공합니다. 추락하기 전에 {reg1} 상대를 이길 수 있다면 {reg11} 디나르를 얻게됩니다. {reg2} 명의 적을 공격 할 경우 {reg12} 디나르, {reg3}의 적을 물리 칠 수있는 경우 {reg13} 디나르, {reg4}의 상대를 이길만큼 오래 생존 할 수있는 경우 {reg14} 디나르를받습니다. 마지막 {reg63? man : fighter} 순위에 올 수 있다면 {reg15} 디나르와의 싸움에서 큰 상을 받게됩니다. 잘 들리니?
dlga_arena_training_melee_explain_reward:arena_master_melee_pretalk|부유 한 마을 사람들 중 일부는 전투에서 훌륭한 기술을 보여준 전투기에게 상을 제공합니다. 추락하기 전에 {reg1} 상대를 이길 수 있다면 {reg11} 디나르를 얻게됩니다. {reg2} 명의 적을 공격 할 경우 {reg12} 디나르, {reg3}의 적을 물리 칠 수있는 경우 {reg13} 디나르, {reg4}의 상대를 이길만큼 오래 생존 할 수있는 경우 {reg14} 디나르를받습니다. 마지막 {reg63? man : fighter} 순위에 올 수 있다면 {reg15} 디나르와의 싸움에서 큰 상을 받게됩니다. 잘 들리니?
dlga_arena_training_melee_intro_2:arena_training_melee_intro_3|나도 참여할 수 있습니까?
dlga_arena_training_melee_intro_3:arena_master_melee_talk|ㅋ. 하지 말아야 할 것입니다. 물론이야. 근접전은 모두에게 열려 있습니다. 실제로 곧 싸울 것입니다. 원한다면 가서 갈 수 있습니다.
dlga_start:arena_master_intro_1|여보세요. 당신은 여기에 새로운 것 같습니다. 당신의 이름을 공유 하시겠습니까?
dlga_arena_master_intro_1:arena_master_intro_2|저는 {playername}입니다.
dlga_arena_master_intro_2:arena_master_pre_talk|{playername}을 만났습니다. 저는 {s1}에서 토너먼트의 마스터입니다. 당신이 싸움에 참여하고 싶다면 나에게 이야기하십시오.
dlga_start:arena_master_fight_result|.
dlga_arena_master_fight_result:arena_master_pre_talk|하하, 그것은 당신이 스포츠하고있는 타박상입니다. 그러나 걱정하지 마십시오. 한 번에 모두가 한 번 뭉친다. 중요한 것은 자신을 태우고 먼지를 털어 놓고 계속 싸우는 것입니다. 그것이 챔피언이하는 일입니다.
dlga_arena_master_fight_result:arena_master_pre_talk.1|안녕하세요, {reg8} 명의 적을 처치했습니다. 나쁘지 않다. 그러나 그것은 당신에게 상금을 가져 오지 않을 것입니다. 자, 내가 당신이라면, 나는 그곳으로 돌아가서 내가 할 수있는 모든 것을 보여줄 것입니다 ...
dlga_arena_master_fight_result:arena_master_pre_talk.2|당신은 거기에 꽤 좋은 싸움을 했어요. 좋은 움직임. 당신은 분명히 약속을 보여줍니다. 그리고 당신은 {reg8} 상대를 쓰러 뜨려서 {reg10} 디나르 상을 받았습니다.
dlga_arena_master_fight_result:arena_master_pre_talk.3|그것은 당신이 거기에 넣어 좋은 싸움이었다. 당신은 {reg8} 명의 적을 처치했습니다. 물론 {reg10} 디나르의 상금도 받았습니다.
dlga_arena_master_fight_result:arena_master_pre_talk.4|당신의 공연은 훌륭했습니다! 당신은 의심 할 여지없이 매우 숙련 된 전투기입니다. 모든 사람이 싸움에서 {reg8} 명을 쓰러 뜨릴 수는 없습니다. 물론 {reg10} 디나르와 같은 성능으로 상을받을 자격이 있습니다. 좋은가요?
dlga_arena_master_fight_result:arena_master_pre_talk.5|{playername}, 좋은 싸움을 저질렀습니다. 당신은 매우 좋은 움직임, 훌륭한 전술을 가지고 있습니다. 그리고 당신은 {reg8} 상대를 쓰러 뜨려서 {reg10} 디나르 상을 받았습니다.
dlga_arena_master_fight_result:arena_master_pre_talk.6|축하합니다, 챔피언! 당신의 싸움은 기억해야 할 것이있었습니다! 당신은 다른 모든 사람을 때리는 마지막 전투기 서 있었다. 그리고 물론 당신은 {reg10} 디나르의 싸움에서 최우수상을 수상했습니다.
dlga_start:arena_master_pre_talk|안녕하세요. {playername}. 다시 만나서 반갑습니다.
dlga_arena_master_pre_talk:arena_master_talk|무엇을하고 싶으십니까?
dlga_arena_master_talk:arena_master_melee_pretalk|근접전 ...
dlga_arena_master_talk:arena_master_ask_tournaments|가까운 도시에서 곧 토너먼트가 진행됩니까?
dlga_arena_master_talk:close_window|지금 떠나야 해요 안녕.
dlga_arena_master_ask_tournaments:arena_master_talk|{reg2? 곧 토너먼트가 없습니다. : {reg1? 토너먼트 : 토너먼트}}가 {s15}에서 개최됩니다.}
dlga_arena_master_melee_pretalk:arena_master_melee_talk|곧 싸울 것입니다. 원한다면 가서 뛰어들 수 있습니다.
dlga_arena_master_melee_talk:close_window|좋은. 그게 내가 할 일입니다.
dlga_arena_master_melee_talk:arena_master_melee_reject|감사. 그러나 나는 상처를 치료할 시간을 줄 것이다.
dlga_arena_master_melee_reject:arena_master_pre_talk|좋은 {reg63? man : girl}. 그것은 당신의 영리합니다.
dlga_arena_master_melee_talk:arena_training_melee_explain_reward|실제로 보상에 대해 다시 말씀해 주시겠습니까?
dlga_start:galeas_talk|안녕하세요 {reg63? boy : girl}. 포로가 있다면 기꺼이 구입해 드리겠습니다.
dlga_galeas_talk:galeas_sell_prisoners|그렇다면 지갑을 가져가는 것이 좋습니다. 죄수들을 팔아야합니다.
dlga_galeas_talk:close_window|이번에는 아닙니다. 안녕.
dlga_galeas_sell_prisoners:galeas_sell_prisoners_2|당신이 무엇을 보자 ...
dlga_galeas_sell_prisoners_2:close_window|더 많은 죄수들을 데려 가서 나에게 데려 오십시오. 나는 잘 지불 할 것이다.
dlga_bandit_introduce:bandit_talk|{s5}
dlga_bandit_talk:close_window|차가운 강철 만 주겠다.
dlga_bandit_talk:bandit_barter|싸울 필요가 없습니다. 무료 통행료를 지불 할 수 있습니다.
dlga_bandit_barter:bandit_barter_2|피가없는 은은 우리가 가장 좋아하는 종류입니다! 흠, 당신을 살펴보면 {reg5} 디나르를 쉽게 만들 수 있다고 생각합니다. 지불하면 우리는 당신이 당신의 길을 보자.
dlga_bandit_barter_2:bandit_barter_3a|잘 받아라.
dlga_bandit_barter_2:bandit_barter_3b|나는 나에게 그렇게 많은 돈이 없다
dlga_bandit_barter_3b:close_window|유감 이네요. 우리는 당신을 노예로 팔아야 할 것 같아요. 젊은이들 {reg63? him : her}을 만나보세요!
dlga_bandit_barter:close_window|이봐, 내가 들었어! 당신은 개처럼 프리 부트를 도살하고, 이제 우리는 당신이 약간의 코인 동전을 보내도록 기대하십니까? 잊어 버려. 당신은 우리에게 분기를주지 않았고, 우리에게서 아무것도 얻지 못할 것입니다.
dlga_bandit_barter_3a:close_window|허, 그렇게 힘들지 않습니까? 좋아, 이제 보내 줄게 꺼져.
dlga_start:bandit_meet|뭐라고? 무엇입니까?
dlga_bandit_meet:bandit_attack|당신의 행운이 없어졌습니다. 죽음을 각오해라!
dlga_bandit_attack:companion_comment|{s5}
dlga_bandit_meet:close_window|상관 없어, 난 너랑 아무 상관 없어
dlga_start:disbanded_troop_ask|우리가 당신을 따르기를 원하십니까?
dlga_disbanded_troop_ask:disbanded_troop_join|예, 같이 타자
dlga_disbanded_troop_ask:close_window|아니요, 현재는 아닙니다.
dlga_disbanded_troop_join:close_window|불행히도, 당신은 우리를 위해 파티에 방이 없습니다.
dlga_disbanded_troop_join:close_window.1|우리는 당신의 명령에 있습니다.
dlga_start:enemy_talk_1|당신은 나를 다시 캡처하지 않습니다. 이번에는 아닙니다.
dlga_enemy_talk_1:enemy_talk_2|당신은 저를 대적 할 기회가 없습니다. 포기 해
dlga_enemy_talk_2:close_window|네가 죽었을 때 나는 포기할 것이다!
